game_num,Site,Date,White,Black,Result,ECO,ECOUrl,UTCDate,UTCTime,WhiteElo,BlackElo,My ELO,Opponent Elo,TimeControl,Termination,StartTime,EndDate,EndTime,Full Opening Name,Main Opening Name,Variation Opening Name,Win-Loss-Draw,Total Moves,White Accuracy,Black Accuracay,Black Total Blunders,Black Total Mistakes,White Total Blundres,White Total Mistakes,Black First Blunder,Black First Mistake,White First Blunder,White First Mistake
1,Chess.com,2025.03.21,XDRIK2,FreakWhenSee,1-0,B06,https://www.chess.com/openings/Modern-Defense-Three-Pawns-Attack-3...d6-4.Nf3,2025.03.21,3:01:52,1554,1523,1523,1554,600,XDRIK2 won on time,3:01:52,2025.03.21,3:18:53,Modern Defense: Three Pawns Attack,Modern Defense,Three Pawns Attack,Loss,43,71.96,79.3,6,5,5,10,7,8,9,5
2,Chess.com,2025.03.23,FreakWhenSee,prxj,0-1,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Vienna-Gambit,2025.03.23,15:01:48,1500,1542,1500,1542,600,prxj won on time,15:01:48,2025.03.23,15:17:18,"Vienna Game: Max Lange, Vienna Gambit",Vienna Game,"Max Lange, Vienna Gambit",Loss,31,84.07,76.88,3,2,4,1,5,10,23,10
3,Chess.com,2025.03.23,FreakWhenSee,saul-goodman1664,0-1,B01,https://www.chess.com/openings/Scandinavian-Defense-Closed-2...dxe4-3.Nxe4,2025.03.23,15:18:16,1478,1522,1478,1522,600,saul-goodman1664 won by resignation,15:18:16,2025.03.23,15:20:49,Scandinavian Defense: Closed,Scandinavian Defense,Closed,Loss,11,87.13,59.56,0,0,1,2,0,0,4,2
4,Chess.com,2025.03.23,FreakWhenSee,Aleksandar-Kocani,1-0,B15,https://www.chess.com/openings/Caro-Kann-Defense-2.d4-d5-3.Nc3,2025.03.23,15:21:15,1500,1483,1500,1483,600,FreakWhenSee won by checkmate,15:21:15,2025.03.23,15:27:44,Caro-Kann Defense,Caro-Kann Defense,Main Line,Win,25,75.23,79.72,5,1,1,4,11,21,13,2
5,Chess.com,2025.03.23,CeyhunZeynalob,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...g6,2025.03.23,15:29:23,1463,1518,1518,1463,600,FreakWhenSee won by resignation,15:29:23,2025.03.23,15:42:14,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Win,36,87.78,79.4,1,2,2,2,12,20,14,10
6,Chess.com,2025.03.23,Oscar-De-La-Rosa,FreakWhenSee,1-0,E60,https://www.chess.com/openings/Kings-Indian-Defense-Fianchetto-Yugoslav-Panno-System-6...Nc6,2025.03.23,15:43:22,1527,1499,1499,1527,600,Oscar-De-La-Rosa won by resignation,15:43:22,2025.03.23,15:55:39,"King's Indian Defense: Fianchetto, Yugoslav, Panno System",King's Indian Defense,"Fianchetto, Yugoslav, Panno System",Loss,23,100,80.28,0,3,0,0,0,10,0,0
7,Chess.com,2025.03.24,FreakWhenSee,drclimaxxx,1-0,B01,https://www.chess.com/openings/Scandinavian-Defense-Closed-2...d4-3.Nce2-e5,2025.03.24,2:14:57,1517,1488,1517,1488,600,FreakWhenSee won by checkmate,2:14:57,2025.03.24,2:27:06,Scandinavian Defense: Closed,Scandinavian Defense,Closed,Win,25,73.69,76.82,5,2,3,1,15,11,16,11
8,Chess.com,2025.03.24,FreakWhenSee,pogosb,1/2-1/2,B00,https://www.chess.com/openings/Kings-Pawn-Opening-St-George-Defense,2025.03.24,2:27:40,1520,1586,1520,1586,600,Game drawn by stalemate,2:27:40,2025.03.24,2:45:55,King's Pawn Opening: St. George Defense,King's Pawn Opening,St. George Defense,Draw,56,73.99,85.88,1,3,2,4,37,15,20,10
9,Chess.com,2025.03.24,gugar,FreakWhenSee,0-1,A41,https://www.chess.com/openings/Queens-Pawn-Opening-Rossolimo-Variation,2025.03.24,2:46:46,1534,1537,1537,1534,600,FreakWhenSee won by resignation,2:46:46,2025.03.24,2:53:53,Queen's Pawn Opening: Rossolimo Variation,Queen's Pawn Opening,Rossolimo Variation,Win,31,76.85,74.69,1,3,1,6,10,17,11,10
10,Chess.com,2025.03.24,FreakWhenSee,superptitpat,1-0,B01,https://www.chess.com/openings/Scandinavian-Defense-Closed-2...d4-3.Nce2-e5,2025.03.24,2:54:55,1552,1525,1552,1525,600,FreakWhenSee won by resignation,2:54:55,2025.03.24,2:58:17,Scandinavian Defense: Closed,Scandinavian Defense,Closed,Win,13,61.92,68.31,1,2,0,3,12,5,0,2
11,Chess.com,2025.03.24,FreakWhenSee,srilim,0-1,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack-3...d6-4.Nf3-Nf6,2025.03.24,2:59:07,1538,1572,1538,1572,600,srilim won by resignation,2:59:07,2025.03.24,3:12:05,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Loss,25,72.37,85.84,0,4,1,4,0,11,14,10
12,Chess.com,2025.03.24,tuljin2511,FreakWhenSee,0-1,A05,https://www.chess.com/openings/Reti-Opening-Kings-Indian-Attack-Symmetrical-Defense...4.O-O-O-O-5.d3-d6-6.c4,2025.03.24,3:12:34,1520,1552,1552,1520,600,FreakWhenSee won - game abandoned,3:12:34,2025.03.24,3:30:35,"Reti Opening: King's Indian Attack, Symmetrical Defense",Reti Opening,"King's Indian Attack, Symmetrical Defense",Win,35,70.14,74.9,2,2,2,3,13,10,14,11
13,Chess.com,2025.03.25,izeto,FreakWhenSee,1-0,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Schlechter-Variation-5...O-O,2025.03.25,0:42:13,1564,1538,1538,1564,600,izeto won on time,0:42:13,2025.03.25,0:57:35,"Pirc Defense: Classical, Schlechter Variation",Pirc Defense,"Classical, Schlechter Variation",Loss,38,84.2,67.5,1,7,2,6,36,10,9,13
14,Chess.com,2025.03.25,FreakWhenSee,jtincho,1-0,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Vienna-Gambit,2025.03.25,0:58:47,1551,1518,1551,1518,600,FreakWhenSee won by resignation,0:58:47,2025.03.25,1:17:34,"Vienna Game: Max Lange, Vienna Gambit",Vienna Game,"Max Lange, Vienna Gambit",Win,31,83.21,90.66,4,4,1,6,8,5,30,8
15,Chess.com,2025.03.25,Fuechse,FreakWhenSee,1-0,E70,https://www.chess.com/openings/Kings-Indian-Defense-Normal-Variation-4.e4-O-O-5.Bd3-d6,2025.03.25,1:18:47,1544,1538,1538,1544,600,Fuechse won by resignation,1:18:47,2025.03.25,1:25:11,King's Indian Defense: Normal Variation,King's Indian Defense,Normal Variation,Loss,19,62.51,70.43,1,3,0,4,18,3,0,3
16,Chess.com,2025.03.25,FreakWhenSee,bascopic3000plus,1-0,B01,https://www.chess.com/openings/Scandinavian-Defense-Closed-2...d4-3.Nce2-c5,2025.03.25,1:26:10,1550,1527,1550,1527,600,FreakWhenSee won by resignation,1:26:10,2025.03.25,1:41:47,Scandinavian Defense: Closed,Scandinavian Defense,Closed,Win,52,100,58.7,4,10,4,7,13,4,13,11
17,Chess.com,2025.03.25,FreakWhenSee,MARCOSMACHIN,0-1,B01,https://www.chess.com/openings/Scandinavian-Defense-Closed-2...d4-3.Nce2-e5,2025.03.25,1:56:15,1537,1535,1537,1535,600,MARCOSMACHIN won by resignation,1:56:15,2025.03.25,2:02:02,Scandinavian Defense: Closed,Scandinavian Defense,Closed,Loss,9,76.3,65.61,0,2,2,1,0,6,8,2
18,Chess.com,2025.03.25,LuceroAQP,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense,2025.03.25,2:03:09,1548,1526,1526,1548,600,LuceroAQP won by resignation,2:03:09,2025.03.25,2:16:42,Pirc Defense,Pirc Defense,Main Line,Loss,36,81.59,71.8,4,9,6,3,20,13,17,16
19,Chess.com,2025.03.25,SabitNati,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...Nf6,2025.03.25,2:17:37,1525,1515,1515,1525,600,SabitNati won by checkmate,2:17:37,2025.03.25,2:20:29,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Loss,20,74.29,80.61,1,2,0,2,18,13,0,3
20,Chess.com,2025.03.25,FreakWhenSee,YRLragab,1/2-1/2,C00,https://www.chess.com/openings/French-Defense-Queens-Knight-Variation,2025.03.25,2:21:14,1517,1591,1517,1591,600,Game drawn by repetition,2:21:14,2025.03.25,2:32:52,French Defense: Queen's Knight Variation,French Defense,Queen's Knight Variation,Draw,34,80.55,88.49,2,4,2,3,20,10,33,19
21,Chess.com,2025.03.25,teleekkk,FreakWhenSee,1-0,A41,https://www.chess.com/openings/Queens-Pawn-Opening-1...d6,2025.03.25,2:34:08,1516,1506,1506,1516,600,teleekkk won by resignation,2:34:08,2025.03.25,2:37:48,Queen's Pawn Opening,Queen's Pawn Opening,Main Line,Loss,18,82.2,98.21,0,1,0,0,0,16,0,0
22,Chess.com,2025.03.25,FreakWhenSee,Ambassador444,1-0,C33,https://www.chess.com/openings/Kings-Gambit-Accepted-Bishops-Gambit-Cozio-Bogoljubov-Variation-4...Bb4,2025.03.25,2:42:49,1515,1472,1515,1472,600,FreakWhenSee won by checkmate,2:42:49,2025.03.25,2:51:34,"King's Gambit Accepted: Bishop's Gambit, Cozio, Bogoljubov Variation",King's Gambit Accepted,"Bishop's Gambit, Cozio, Bogoljubov Variation",Win,30,67.4,93.25,3,4,2,2,14,6,14,22
23,Chess.com,2025.03.25,David_Ghadimi,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-Semi-Classical-Variation-4...Bg7,2025.03.25,2:52:58,1522,1505,1505,1522,600,David_Ghadimi won by resignation,2:52:58,2025.03.25,3:06:28,Pirc Defense: Semi-Classical Variation,Pirc Defense,Semi-Classical Variation,Loss,50,71.86,69.56,3,3,2,1,25,10,15,45
24,Chess.com,2025.03.25,FreakWhenSee,song_chess,1-0,C25,https://www.chess.com/openings/Vienna-Game-Anderssen-Defense-3.Bc4-Nf6,2025.03.25,3:07:19,1514,1475,1514,1475,600,FreakWhenSee won - game abandoned,3:07:19,2025.03.25,3:11:27,Vienna Game: Anderssen Defense,Vienna Game,Anderssen Defense,Win,13,76.81,74.2,2,3,0,2,9,4,0,8
25,Chess.com,2025.03.25,500me,FreakWhenSee,1-0,A02,https://www.chess.com/openings/Birds-Opening-1...d6-2.Nf3,2025.03.25,3:12:32,1521,1505,1505,1521,600,500me won by resignation,3:12:32,2025.03.25,3:18:37,Bird's Opening,Bird's Opening,Main Line,Loss,28,58.18,66.05,2,6,2,2,25,14,25,19
26,Chess.com,2025.03.26,FreakWhenSee,orangeprime,0-1,B18,https://www.chess.com/openings/Caro-Kann-Defense-Classical-Variation-5.Ng3-Bg6-6.Nf3-Nf6,2025.03.26,1:10:05,1496,1513,1496,1513,600,orangeprime won by resignation,1:10:05,2025.03.26,1:18:18,Caro-Kann Defense: Classical Variation,Caro-Kann Defense,Classical Variation,Loss,27,83.66,90.13,0,3,1,6,0,10,26,16
27,Chess.com,2025.03.26,WRPLAYER,FreakWhenSee,0-1,E64,https://www.chess.com/openings/Kings-Indian-Defense-Fianchetto-Yugoslav-Panno-System-6...Nbd7-7.b3-e5,2025.03.26,2:42:12,1466,1504,1504,1466,600,FreakWhenSee won by resignation,2:42:12,2025.03.26,2:58:56,"King's Indian Defense: Fianchetto, Yugoslav, Panno System",King's Indian Defense,"Fianchetto, Yugoslav, Panno System",Win,38,78.98,77.26,0,6,0,9,0,14,0,10
28,Chess.com,2025.03.26,kudlachess,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense,2025.03.26,2:59:49,1523,1495,1495,1523,600,kudlachess won by checkmate,2:59:49,2025.03.26,3:06:42,Pirc Defense,Pirc Defense,Main Line,Loss,28,85.53,83.83,2,5,1,2,19,17,22,20
29,Chess.com,2025.03.26,FreakWhenSee,primezipper,1-0,C10,https://www.chess.com/openings/French-Defense-Normal-Variation-2...d5-3.Nc3,2025.03.26,3:07:29,1504,1509,1504,1509,600,FreakWhenSee won by resignation,3:07:29,2025.03.26,3:19:30,French Defense: Normal Variation,French Defense,Normal Variation,Win,24,74.07,56.97,2,5,0,6,7,10,0,5
30,Chess.com,2025.03.27,FreakWhenSee,agihi3667,1-0,C30,https://www.chess.com/openings/Kings-Gambit-Declined-Classical-Variation-3.Nf3-d6-4.Nc3-Nc6-5.Bb5,2025.03.27,0:31:20,1513,1502,1513,1502,600,FreakWhenSee won by resignation,0:31:20,2025.03.27,0:44:28,King's Gambit Declined: Classical Variation,King's Gambit Declined,Classical Variation,Win,23,88.16,75.85,2,1,1,2,19,5,19,6
31,Chess.com,2025.03.27,boris_luba_222,FreakWhenSee,0-1,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Schlechter-Variation-5...O-O,2025.03.27,0:45:37,1470,1520,1520,1470,600,FreakWhenSee won on time,0:45:37,2025.03.27,1:05:35,"Pirc Defense: Classical, Schlechter Variation",Pirc Defense,"Classical, Schlechter Variation",Win,44,79.78,87.13,2,5,1,2,34,16,35,27
32,Chess.com,2025.03.27,AbdulHalim05,FreakWhenSee,0-1,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Variation-4...Bg7,2025.03.27,1:07:05,1525,1528,1528,1525,600,FreakWhenSee won by resignation,1:07:05,2025.03.27,1:13:01,Pirc Defense: Classical Variation,Pirc Defense,Classical Variation,Win,23,73.21,66.06,1,1,1,4,18,19,21,10
33,Chess.com,2025.03.27,FreakWhenSee,checkmatingj,0-1,C15,https://www.chess.com/openings/French-Defense-Winawer-Variation,2025.03.27,1:37:42,1520,1538,1520,1538,600,checkmatingj won by resignation,1:37:42,2025.03.27,1:52:58,French Defense: Winawer Variation,French Defense,Winawer Variation,Loss,69,68.15,70.17,7,4,7,7,16,5,16,4
34,Chess.com,2025.03.27,FreakWhenSee,GeniusTunisie,0-1,C11,https://www.chess.com/openings/French-Defense-Classical-Delayed-Exchange-Variation,2025.03.27,2:16:52,1512,1530,1512,1530,600,GeniusTunisie won by resignation,2:16:52,2025.03.27,2:23:20,"French Defense: Classical, Delayed Exchange Variation",French Defense,"Classical, Delayed Exchange Variation",Loss,29,71.5,78.42,0,0,0,3,0,0,0,19
35,Chess.com,2025.03.27,Jamesireland56,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense,2025.03.27,2:24:26,1481,1519,1519,1481,600,FreakWhenSee won by resignation,2:24:26,2025.03.27,2:30:36,Pirc Defense,Pirc Defense,Main Line,Win,27,61.18,75.86,1,2,2,5,16,10,17,10
36,Chess.com,2025.03.27,biatu,FreakWhenSee,0-1,B06,https://www.chess.com/openings/Modern-Defense-with-1-e4...3.Nf3-d6-4.Bc4-Nf6-5.Nc3,2025.03.27,2:31:30,1527,1527,1527,1527,600,FreakWhenSee won by resignation,2:31:30,2025.03.27,2:46:57,Modern Defense with 1.e4,Modern Defense with 1.e4,Main Line,Win,49,80.42,89.01,3,4,3,6,13,12,17,13
37,Chess.com,2025.03.28,FreakWhenSee,STAPHON,0-1,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense,2025.03.28,15:18:03,1519,1549,1519,1549,600,STAPHON won by resignation,15:18:03,2025.03.28,15:27:11,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Loss,37,65.75,72.68,0,5,4,3,0,19,19,20
38,Chess.com,2025.03.28,Hendra1801,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-Harmonist-Variation-2...Nf6,2025.03.28,15:27:39,1531,1511,1511,1531,600,Hendra1801 won by resignation,15:27:39,2025.03.28,15:32:41,Pirc Defense: Harmonist Variation,Pirc Defense,Harmonist Variation,Loss,20,62.79,77.43,2,3,1,2,13,14,13,15
39,Chess.com,2025.03.28,FreakWhenSee,Aar0kzz,0-1,B11,https://www.chess.com/openings/Caro-Kann-Defense-Two-Knights-Mindeno-Exchange-Line-5.Qxf3-e6-6.d4-Nf6,2025.03.28,15:34:05,1503,1498,1503,1498,600,Aar0kzz won by resignation,15:34:05,2025.03.28,15:38:01,"Caro-Kann Defense: Two Knights, Mindeno, Exchange Line",Caro-Kann Defense,"Two Knights, Mindeno, Exchange Line",Loss,20,83.13,75.27,0,2,1,1,0,13,16,19
40,Chess.com,2025.03.28,FreakWhenSee,Oscarjara77,1-0,C25,https://www.chess.com/openings/Vienna-Game,2025.03.28,15:38:46,1511,1477,1511,1477,600,FreakWhenSee won by resignation,15:38:46,2025.03.28,15:47:21,Vienna Game,Vienna Game,Main Line,Win,24,76.03,70.05,1,4,0,2,19,13,0,14
41,Chess.com,2025.03.28,Amit-gajjar25,FreakWhenSee,1-0,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Variation-4...Bg7-5.Bc4-O-O,2025.03.28,15:50:39,1504,1503,1503,1504,600,Amit-gajjar25 won by checkmate,15:50:39,2025.03.28,15:58:35,Pirc Defense: Classical Variation,Pirc Defense,Classical Variation,Loss,28,77.43,64.55,6,1,3,5,17,14,21,11
42,Chess.com,2025.03.28,FreakWhenSee,Madmark1963,1/2-1/2,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Vienna-Gambit,2025.03.28,15:59:21,1503,1483,1503,1483,600,Game drawn by repetition,15:59:21,2025.03.28,16:06:56,"Vienna Game: Max Lange, Vienna Gambit",Vienna Game,"Max Lange, Vienna Gambit",Draw,29,82.16,66.04,0,2,1,2,0,6,25,9
43,Chess.com,2025.03.28,DSS1879,FreakWhenSee,1/2-1/2,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Variation...5.Bc4-O-O-6.O-O-Nxe4,2025.03.28,16:08:13,1520,1503,1503,1520,600,Game drawn by insufficient material,16:08:13,2025.03.28,16:20:37,Pirc Defense: Classical Variation,Pirc Defense,Classical Variation,Draw,56,76.88,83.63,3,7,4,5,11,10,11,22
44,Chess.com,2025.03.28,Littledeli14,FreakWhenSee,0-1,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Quiet-System-5...O-O,2025.03.28,16:21:15,1504,1511,1511,1504,600,FreakWhenSee won by resignation,16:21:15,2025.03.28,16:31:49,"Pirc Defense: Classical, Quiet System",Pirc Defense,"Classical, Quiet System",Win,49,67.41,76.02,3,7,4,6,39,20,38,20
45,Chess.com,2025.03.28,FreakWhenSee,nobby709,0-1,B00,https://www.chess.com/openings/Owens-Defense-2.Nc3-Bb7,2025.03.28,20:30:53,1502,1496,1502,1496,600,nobby709 won by resignation,20:30:53,2025.03.28,20:34:36,Owen's Defense,Owen's Defense,Main Line,Loss,16,70.2,61.78,0,4,1,3,0,7,15,6
46,Chess.com,2025.03.28,FreakWhenSee,adonisjp,1-0,C28,https://www.chess.com/openings/Vienna-Game-Falkbeer-Vienna-Gambit-3...d6-4.Nf3,2025.03.28,20:35:09,1510,1505,1510,1505,600,FreakWhenSee won by resignation,20:35:09,2025.03.28,20:49:54,"Vienna Game: Falkbeer, Vienna Gambit",Vienna Game,"Falkbeer, Vienna Gambit",Win,55,76.76,57.42,5,5,4,6,14,9,23,10
47,Chess.com,2025.03.28,buada4,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...Nf6,2025.03.28,21:12:04,1511,1502,1502,1511,600,buada4 won by resignation,21:12:04,2025.03.28,21:28:12,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Loss,65,87.05,81.67,4,3,2,7,12,10,11,9
48,Chess.com,2025.03.29,juanmiperez,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...Nf6,2025.03.29,15:53:09,1518,1511,1511,1518,600,FreakWhenSee won by resignation,15:53:09,2025.03.29,15:56:01,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Win,11,78.56,60.51,0,0,1,1,0,0,11,9
49,Chess.com,2025.03.29,FreakWhenSee,profy-x,0-1,C25,https://www.chess.com/openings/Vienna-Game-Anderssen-Defense-3.f4,2025.03.29,15:56:55,1503,1499,1503,1499,600,profy-x won by resignation,15:56:55,2025.03.29,15:58:01,Vienna Game: Anderssen Defense,Vienna Game,Anderssen Defense,Loss,8,89.72,81.94,0,0,0,2,0,0,0,5
50,Chess.com,2025.03.29,giannisbalabanidis,FreakWhenSee,0-1,B07,https://www.chess.com/openings/Pirc-Defense-Modern-Defense-Geller-System-2...Nf6,2025.03.29,15:58:20,1507,1511,1511,1507,600,FreakWhenSee won by resignation,15:58:20,2025.03.29,16:11:12,"Pirc Defense: Modern Defense, Geller System",Pirc Defense,"Modern Defense, Geller System",Win,59,88.88,80.5,0,7,2,8,0,8,47,3
51,Chess.com,2025.03.30,FreakWhenSee,Fanatoly,0-1,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack-3...e6,2025.03.30,3:18:29,1502,1494,1502,1494,600,Fanatoly won by checkmate,3:18:29,2025.03.30,3:34:51,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Loss,44,82.09,70.35,0,4,1,4,0,6,44,6
52,Chess.com,2025.03.30,littlestinker77,FreakWhenSee,1-0,A00,https://www.chess.com/openings/Van-t-Kruijs-Opening,2025.03.30,3:35:30,1532,1495,1495,1532,600,littlestinker77 won by checkmate,3:35:30,2025.03.30,3:43:35,Van 't Kruijs Opening,Van 't Kruijs Opening,Main Line,Loss,25,56.44,51.31,1,2,0,3,24,13,0,13
53,Chess.com,2025.03.30,FreakWhenSee,Hameedalzaide,1-0,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack-3...e6-4.Nf3-d5-5.Bb5,2025.03.30,3:44:24,1501,1390,1501,1390,600,FreakWhenSee won by resignation,3:44:24,2025.03.30,3:55:34,Closed Sicilian Defense: Grand Prix Attack,Closed Sicilian Defense,Grand Prix Attack,Win,39,62.04,73.43,1,8,2,1,7,15,7,6
54,Chess.com,2025.03.30,FreakWhenSee,Allansky,1-0,C25,https://www.chess.com/openings/Vienna-Game-Max-Lange-Defense-3.Bc4-Bc5,2025.03.30,16:07:20,1509,1477,1509,1477,600,FreakWhenSee won by checkmate,16:07:20,2025.03.30,16:09:02,Vienna Game: Max Lange Defense,Vienna Game,Max Lange Defense,Win,6,81.31,75.01,1,0,0,0,5,0,0,0
55,Chess.com,2025.03.30,FreakWhenSee,1mazigh,0-1,C28,https://www.chess.com/openings/Vienna-Game-Falkbeer-Vienna-Gambit,2025.03.30,16:09:30,1501,1530,1501,1530,600,1mazigh won by resignation,16:09:30,2025.03.30,16:14:46,"Vienna Game: Falkbeer, Vienna Gambit",Vienna Game,"Falkbeer, Vienna Gambit",Loss,14,76.34,67.68,1,2,0,6,7,10,0,4
56,Chess.com,2025.03.30,lazioMiso,FreakWhenSee,0-1,B06,https://www.chess.com/openings/Modern-Defense-Standard-Two-Knights-Suttles-Variation-5.Be3-Nf6,2025.03.30,16:15:19,1483,1509,1509,1483,600,FreakWhenSee won by resignation,16:15:19,2025.03.30,16:25:32,"Modern Defense: Standard, Two Knights, Suttles Variation",Modern Defense,"Standard, Two Knights, Suttles Variation",Win,49,71.62,65.29,1,2,2,5,45,23,40,6
57,Chess.com,2025.03.30,MiddleCut,FreakWhenSee,1-0,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-4.Bf4-c6,2025.03.30,23:43:36,1499,1501,1501,1499,600,MiddleCut won by checkmate,23:43:36,2025.03.30,23:48:37,Pirc Defense: Main Line,Pirc Defense,Main Line,Loss,18,69.69,67.5,2,0,0,2,16,0,0,6
58,Chess.com,2025.03.30,saireddythfc,FreakWhenSee,0-1,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Variation-4...Bg7,2025.03.30,23:48:58,1483,1509,1509,1483,600,FreakWhenSee won by resignation,23:48:58,2025.03.30,23:58:32,Pirc Defense: Classical Variation,Pirc Defense,Classical Variation,Win,53,69.59,77.51,8,4,9,7,20,13,27,15
